"ID","title","creator-info","details","credit","section","F-number","JH-number","Object number","Dimensions","Provenance","rgb_img","bw_img","rgb_shape","bw_shape","heads","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Head of a Woman 4","Head of a Prostitute","Head of an Old Man","Torso of Venus","Torso of Venus 1","Torso of Venus 2","Torso of Venus 3","this torso of Venus","standing torso of Venus","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Male Torso","drawing","painting","portrait","still life","nude","figure (representation)","landscape (representation)","cityscape","animal art","Horse","Kneeling Ecorche","Portrait of a Prostitute","Woman Sewing","The Potato Eaters","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Van Gogh wrote","he wrote","drew","complementary colours","which he painted a number of times","He would use this technique more than once in his later work","1871 - 1880","1881","1884","1885","1886","1887","1890","Nuenen","Antwerp","Paris","Auvers-sur-Oise","Brussels"
"s0200V1962","plaster cast of a womans torso","vincent van gogh (1853 - 1890), paris, february-march 1887","oil on canvas, 41.0 cm x 32.7 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F0216h","JH1058","s0200V1962","41.0 cm x 32.7 cm, 49.6 cm x 41.6 cm","left by the artist at the apartment of his brother theo van gogh, paris, february-march 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0200v1962\vangoghmuseum-s0200v1962-800-rgb.jpg","data\img\s0200v1962\vangoghmuseum-s0200v1962-800-bw.jpg","[800, 636, 3]","[800, 636]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0075v1962","https://vangoghmuseum.nl/en/collection/s0199v1962","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0201V1962","torso of venus","vincent van gogh (1853 - 1890), paris, june 1886","oil on cardboard, 35.3 cm x 27.2 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","this painting is one of a series of studies of plaster models. van gogh owned around eleven such models of sculptures from classical antiquity or the renaissance. among them was this standing torso of venus, which he painted a number of times. among other things, van gogh was experimenting with the effect of different kinds of background. here, he has placed his brushstrokes at right-angles to each other, so that they look rather like wickerwork. he would use this technique more than once in his later work.","F0216j","JH1059","s0201V1962","35.3 cm x 27.2 cm, 44.0 cm x 36.0 cm","left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0201v1962\vangoghmuseum-s0201v1962-800-rgb.jpg","data\img\s0201v1962\vangoghmuseum-s0201v1962-800-bw.jpg","[800, 609, 3]","[800, 609]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0056v1962","https://vangoghmuseum.nl/en/collection/s0089v1962","https://vangoghmuseum.nl/en/collection/s0101v1962","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0103v1962","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0202v1962","https://vangoghmuseum.nl/en/collection/s0102v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://www.vangoghmuseum.nl/en/collection/s0089v1962","https://www.vangoghmuseum.nl/en/collection/s0032v1962","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0202V1962","horse","vincent van gogh (1853 - 1890), paris, june 1886","oil on cardboard, 33.1 cm x 40.9 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","for this study in oils, van gogh used a small plaster model of a horse. he was then studying at the antwerp art academy. there drawing was taught with the help of models like these, but painting had to be practiced at home. he painted this little horse on cardboard instead of canvas, because that was much cheaper. the model was preserved by the van gogh family through the years. it is now part of the van gogh museum collection.","F0216c","JH1082","s0202V1962","33.1 cm x 40.9 cm, 41.5 cm x 49.7 cm","left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam (ratified 28 december 1970); agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0202v1962\vangoghmuseum-s0202v1962-800-rgb.jpg","data\img\s0202v1962\vangoghmuseum-s0202v1962-800-bw.jpg","[644, 800, 3]","[644, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0056v1962","https://vangoghmuseum.nl/en/collection/s0089v1962","https://vangoghmuseum.nl/en/collection/s0101v1962","https://vangoghmuseum.nl/en/collection/s0201v1962","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0103v1962","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=animal art","localhost","https://vangoghmuseum.nl/en/collection/s0102v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"s0343V1966","head of a woman","vincent van gogh (1853 - 1890), nuenen, november 1884-may 1885","oil on canvas on panel, 47.8 cm x 34.8 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F0159","NA00000","s0343V1966","47.8 cm x 34.8 cm, 62 cm x 49 cm","probably left by the artist with his mother, a.c. van gogh-carbentus, nuenen/breda, sometime between november 1885 and february 1886; given in safekeeping to janus schrauwen, breda, april 1888; left with janus schrauwen by a.c. van gogh-carbentus after her move to leiden, 1889; sold by janus schrauwen to jan c. couvreur, 14 august 1902; sold by jan c. couvreur to kees mouwen jr and willem van bakel, breda, 1902-03; given on consignment by kees mouwen jr and willem van bakel to kunstzalen oldenzeel, rotterdam, 1903-04; probably sold by kunstzalen oldenzeel to h.p. bremmer, the hague; after his death on 10 january 1956 bequeathed to his inheritance; sold by the inheritance to kunsthandel van wisselingh, amsterdam, 1960; 1962 sold by kunsthandel van wisselingh to h.a.d. thomas, amsterdam; after his death in 1964 inherited by his mother d. thomas-mager, amsterdam; after her death in 1965 donated to the vincent van gogh foundation; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\s0343v1966\vangoghmuseum-s0343v1966-800-rgb.jpg","data\img\s0343v1966\vangoghmuseum-s0343v1966-800-bw.jpg","[800, 570, 3]","[800, 570]","https://vangoghmuseum.nl/en/collection?genre=heads","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1884","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost","localhost"
"d0012V1962r","studies of a seated girl, lecorche and venus","vincent van gogh (1853 - 1890), paris, march-may 1886","chalk on paper, 47.5 cm x 62.0 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1366r","JH1039","d0012V1962r","47.5 cm x 62.0 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0012v1962r\vangoghmuseum-d0012v1962r-800-rgb.jpg","data\img\d0012v1962r\vangoghmuseum-d0012v1962r-800-bw.jpg","[620, 800, 3]","[620, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0012V1962v","seated girl and venus","vincent van gogh (1853 - 1890), paris, march-may 1886","chalk on paper, 47.5 cm x 62.0 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1366v","JH1044","d0012V1962v","47.5 cm x 62.0 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0012v1962v\vangoghmuseum-d0012v1962v-800-rgb.jpg","data\img\d0012v1962v\vangoghmuseum-d0012v1962v-800-bw.jpg","[611, 800, 3]","[611, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0013V1962","idol","vincent van gogh (1853 - 1890), paris, march-may 1886","charcoal, chalk, on paper, 47.7 cm x 30.5 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1364a","JH1041","d0013V1962","47.7 cm x 30.5 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0013v1962\vangoghmuseum-d0013v1962-800-rgb.jpg","data\img\d0013v1962\vangoghmuseum-d0013v1962-800-bw.jpg","[800, 529, 3]","[800, 529]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0014V1962r","idol","vincent van gogh (1853 - 1890), paris, march-may 1886","charcoal, chalk, on paper, 47.7 cm x 31.3 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1364br","JH1046","d0014V1962r","47.7 cm x 31.3 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0014v1962r\vangoghmuseum-d0014v1962r-800-rgb.jpg","data\img\d0014v1962r\vangoghmuseum-d0014v1962r-800-bw.jpg","[800, 514, 3]","[800, 514]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0014V1962v","idol","vincent van gogh (1853 - 1890), paris, march-may 1886","charcoal, chalk, on paper, 47.7 cm x 31.3 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1364bv","JH1042","d0014V1962v","47.7 cm x 31.3 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0014v1962v\vangoghmuseum-d0014v1962v-800-rgb.jpg","data\img\d0014v1962v\vangoghmuseum-d0014v1962v-800-bw.jpg","[800, 517, 3]","[800, 517]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0015V1962r","idol","vincent van gogh (1853 - 1890), paris, march-may 1886","charcoal, chalk, on paper, 47.5 cm x 30.8 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1364dr","JH1047","d0015V1962r","47.5 cm x 30.8 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; given on loan by vincent willem van gogh, laren to the stedelijk museum, amsterdam, since 22 october 1931; transferred by vincent willem van gogh on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0015v1962r\vangoghmuseum-d0015v1962r-800-rgb.jpg","data\img\d0015v1962r\vangoghmuseum-d0015v1962r-800-bw.jpg","[800, 513, 3]","[800, 513]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0015V1962v","idol","vincent van gogh (1853 - 1890), paris, march-may 1886","charcoal, chalk, on paper, 47.5 cm x 30.8 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1364dv","JH1040","d0015V1962v","47.5 cm x 30.8 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; given on loan by vincent willem van gogh, laren to the stedelijk museum, amsterdam, since 22 october 1931; transferred by vincent willem van gogh on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0015v1962v\vangoghmuseum-d0015v1962v-800-rgb.jpg","data\img\d0015v1962v\vangoghmuseum-d0015v1962v-800-bw.jpg","[800, 500, 3]","[800, 500]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0031V1962v","torso of venus","vincent van gogh (1853 - 1890), paris, march-may 1886","charcoal, chalk, on paper, 31.4 cm x 47.5 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1363av","JH1063","d0031V1962v","31.4 cm x 47.5 cm","left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0031v1962v\vangoghmuseum-d0031v1962v-800-rgb.jpg","data\img\d0031v1962v\vangoghmuseum-d0031v1962v-800-bw.jpg","[800, 520, 3]","[800, 520]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
"d0034V1962r","torso of venus","vincent van gogh (1853 - 1890), paris, 1887","chalk, lithographic crayon, on paper, 32.2 cm x 24.9 cm","credits (obliged to state): van gogh museum, amsterdam (vincent van gogh foundation)","","F1363cr","JH1070","d0034V1962r","32.2 cm x 24.9 cm","left by the artist at the apartment of his brother theo van gogh, paris, 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","data\img\d0034v1962r\vangoghmuseum-d0034v1962r-800-rgb.jpg","data\img\d0034v1962r\vangoghmuseum-d0034v1962r-800-bw.jpg","[800, 600, 3]","[800, 600]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost"
